scope,reviewer,bank_vendor,subset,field,label,count,denominator,rate
source_bank_audit,glm52,all,positive,strategy,specialization,0,40,0.0
source_bank_audit,glm52,all,positive,strategy,both,2,40,0.05
source_bank_audit,glm52,all,positive,strategy,neither,0,40,0.0
source_bank_audit,glm52,all,positive,strategy,uncertain,0,40,0.0
source_bank_audit,glm52,all,positive,strategy,unknown,0,40,0.0
source_bank_audit,glm52,all,positive,commitment_increase,yes,40,40,1.0
source_bank_audit,glm52,all,positive,commitment_increase,no,0,40,0.0
source_bank_audit,glm52,all,positive,commitment_increase,uncertain,0,40,0.0
source_bank_audit,glm52,all,positive,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,all,positive,unsupported_capability_claim,yes,22,40,0.55
source_bank_audit,glm52,all,positive,unsupported_capability_claim,no,18,40,0.45
source_bank_audit,glm52,all,positive,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,positive,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,strategy,consolidation,27,40,0.675
source_bank_audit,gemini_flash_lite,all,positive,strategy,specialization,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,strategy,neither,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,strategy,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,strategy,unknown,13,40,0.325
source_bank_audit,gemini_flash_lite,all,positive,commitment_increase,yes,27,40,0.675
source_bank_audit,gemini_flash_lite,all,positive,commitment_increase,no,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,commitment_increase,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,commitment_increase,unknown,13,40,0.325
source_bank_audit,gemini_flash_lite,all,positive,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,unsupported_capability_claim,no,27,40,0.675
source_bank_audit,gemini_flash_lite,all,positive,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,positive,unsupported_capability_claim,unknown,13,40,0.325
source_bank_audit,glm52,all,contested,strategy,consolidation,35,40,0.875
source_bank_audit,glm52,all,contested,strategy,specialization,0,40,0.0
source_bank_audit,glm52,all,contested,strategy,both,0,40,0.0
source_bank_audit,glm52,all,contested,strategy,neither,3,40,0.075
source_bank_audit,glm52,all,contested,strategy,uncertain,2,40,0.05
source_bank_audit,glm52,all,contested,strategy,unknown,0,40,0.0
source_bank_audit,glm52,all,contested,commitment_increase,yes,40,40,1.0
source_bank_audit,glm52,all,contested,commitment_increase,no,0,40,0.0
source_bank_audit,glm52,all,contested,commitment_increase,uncertain,0,40,0.0
source_bank_audit,glm52,all,contested,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,all,contested,unsupported_capability_claim,yes,22,40,0.55
source_bank_audit,glm52,all,contested,unsupported_capability_claim,no,18,40,0.45
source_bank_audit,glm52,all,contested,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,contested,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,strategy,consolidation,31,40,0.775
source_bank_audit,gemini_flash_lite,all,contested,strategy,specialization,1,40,0.025
source_bank_audit,gemini_flash_lite,all,contested,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,strategy,neither,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,strategy,uncertain,2,40,0.05
source_bank_audit,gemini_flash_lite,all,contested,strategy,unknown,6,40,0.15
source_bank_audit,gemini_flash_lite,all,contested,commitment_increase,yes,34,40,0.85
source_bank_audit,gemini_flash_lite,all,contested,commitment_increase,no,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,commitment_increase,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,commitment_increase,unknown,6,40,0.15
source_bank_audit,gemini_flash_lite,all,contested,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,unsupported_capability_claim,no,34,40,0.85
source_bank_audit,gemini_flash_lite,all,contested,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,contested,unsupported_capability_claim,unknown,6,40,0.15
source_bank_audit,glm52,all,named_not_live,strategy,consolidation,7,40,0.175
source_bank_audit,glm52,all,named_not_live,strategy,specialization,6,40,0.15
source_bank_audit,glm52,all,named_not_live,strategy,both,1,40,0.025
source_bank_audit,glm52,all,named_not_live,strategy,neither,25,40,0.625
source_bank_audit,glm52,all,named_not_live,strategy,uncertain,1,40,0.025
source_bank_audit,glm52,all,named_not_live,strategy,unknown,0,40,0.0
source_bank_audit,glm52,all,named_not_live,commitment_increase,yes,0,40,0.0
source_bank_audit,glm52,all,named_not_live,commitment_increase,no,40,40,1.0
source_bank_audit,glm52,all,named_not_live,commitment_increase,uncertain,0,40,0.0
source_bank_audit,glm52,all,named_not_live,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,all,named_not_live,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,glm52,all,named_not_live,unsupported_capability_claim,no,40,40,1.0
source_bank_audit,glm52,all,named_not_live,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,named_not_live,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,consolidation,8,40,0.2
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,specialization,2,40,0.05
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,neither,13,40,0.325
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,uncertain,14,40,0.35
source_bank_audit,gemini_flash_lite,all,named_not_live,strategy,unknown,3,40,0.075
source_bank_audit,gemini_flash_lite,all,named_not_live,commitment_increase,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_not_live,commitment_increase,no,35,40,0.875
source_bank_audit,gemini_flash_lite,all,named_not_live,commitment_increase,uncertain,2,40,0.05
source_bank_audit,gemini_flash_lite,all,named_not_live,commitment_increase,unknown,3,40,0.075
source_bank_audit,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,no,37,40,0.925
source_bank_audit,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_not_live,unsupported_capability_claim,unknown,3,40,0.075
source_bank_audit,glm52,all,named_wrong_direction,strategy,consolidation,3,40,0.075
source_bank_audit,glm52,all,named_wrong_direction,strategy,specialization,7,40,0.175
source_bank_audit,glm52,all,named_wrong_direction,strategy,both,0,40,0.0
source_bank_audit,glm52,all,named_wrong_direction,strategy,neither,29,40,0.725
source_bank_audit,glm52,all,named_wrong_direction,strategy,uncertain,1,40,0.025
source_bank_audit,glm52,all,named_wrong_direction,strategy,unknown,0,40,0.0
source_bank_audit,glm52,all,named_wrong_direction,commitment_increase,yes,1,40,0.025
source_bank_audit,glm52,all,named_wrong_direction,commitment_increase,no,38,40,0.95
source_bank_audit,glm52,all,named_wrong_direction,commitment_increase,uncertain,1,40,0.025
source_bank_audit,glm52,all,named_wrong_direction,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,all,named_wrong_direction,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,glm52,all,named_wrong_direction,unsupported_capability_claim,no,40,40,1.0
source_bank_audit,glm52,all,named_wrong_direction,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,named_wrong_direction,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,consolidation,1,40,0.025
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,specialization,10,40,0.25
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,neither,2,40,0.05
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,uncertain,23,40,0.575
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,strategy,unknown,4,40,0.1
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,commitment_increase,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,commitment_increase,no,23,40,0.575
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,commitment_increase,uncertain,13,40,0.325
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,commitment_increase,unknown,4,40,0.1
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,unsupported_capability_claim,no,36,40,0.9
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_wrong_direction,unsupported_capability_claim,unknown,4,40,0.1
source_bank_audit,glm52,all,named_no_authority,strategy,consolidation,5,40,0.125
source_bank_audit,glm52,all,named_no_authority,strategy,specialization,8,40,0.2
source_bank_audit,glm52,all,named_no_authority,strategy,both,1,40,0.025
source_bank_audit,glm52,all,named_no_authority,strategy,neither,26,40,0.65
source_bank_audit,glm52,all,named_no_authority,strategy,uncertain,0,40,0.0
source_bank_audit,glm52,all,named_no_authority,strategy,unknown,0,40,0.0
source_bank_audit,glm52,all,named_no_authority,commitment_increase,yes,2,40,0.05
source_bank_audit,glm52,all,named_no_authority,commitment_increase,no,35,40,0.875
source_bank_audit,glm52,all,named_no_authority,commitment_increase,uncertain,3,40,0.075
source_bank_audit,glm52,all,named_no_authority,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,all,named_no_authority,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,glm52,all,named_no_authority,unsupported_capability_claim,no,40,40,1.0
source_bank_audit,glm52,all,named_no_authority,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,named_no_authority,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,consolidation,2,40,0.05
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,specialization,5,40,0.125
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,neither,3,40,0.075
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,uncertain,22,40,0.55
source_bank_audit,gemini_flash_lite,all,named_no_authority,strategy,unknown,8,40,0.2
source_bank_audit,gemini_flash_lite,all,named_no_authority,commitment_increase,yes,1,40,0.025
source_bank_audit,gemini_flash_lite,all,named_no_authority,commitment_increase,no,15,40,0.375
source_bank_audit,gemini_flash_lite,all,named_no_authority,commitment_increase,uncertain,16,40,0.4
source_bank_audit,gemini_flash_lite,all,named_no_authority,commitment_increase,unknown,8,40,0.2
source_bank_audit,gemini_flash_lite,all,named_no_authority,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_no_authority,unsupported_capability_claim,no,32,40,0.8
source_bank_audit,gemini_flash_lite,all,named_no_authority,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,named_no_authority,unsupported_capability_claim,unknown,8,40,0.2
source_bank_audit,glm52,all,rival_leaning,strategy,consolidation,8,40,0.2
source_bank_audit,glm52,all,rival_leaning,strategy,specialization,5,40,0.125
source_bank_audit,glm52,all,rival_leaning,strategy,both,3,40,0.075
source_bank_audit,glm52,all,rival_leaning,strategy,neither,21,40,0.525
source_bank_audit,glm52,all,rival_leaning,strategy,uncertain,2,40,0.05
source_bank_audit,glm52,all,rival_leaning,strategy,unknown,1,40,0.025
source_bank_audit,glm52,all,rival_leaning,commitment_increase,yes,3,40,0.075
source_bank_audit,glm52,all,rival_leaning,commitment_increase,no,29,40,0.725
source_bank_audit,glm52,all,rival_leaning,commitment_increase,uncertain,7,40,0.175
source_bank_audit,glm52,all,rival_leaning,commitment_increase,unknown,1,40,0.025
source_bank_audit,glm52,all,rival_leaning,unsupported_capability_claim,yes,1,40,0.025
source_bank_audit,glm52,all,rival_leaning,unsupported_capability_claim,no,38,40,0.95
source_bank_audit,glm52,all,rival_leaning,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,all,rival_leaning,unsupported_capability_claim,unknown,1,40,0.025
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,consolidation,6,40,0.15
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,specialization,7,40,0.175
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,neither,1,40,0.025
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,uncertain,22,40,0.55
source_bank_audit,gemini_flash_lite,all,rival_leaning,strategy,unknown,4,40,0.1
source_bank_audit,gemini_flash_lite,all,rival_leaning,commitment_increase,yes,7,40,0.175
source_bank_audit,gemini_flash_lite,all,rival_leaning,commitment_increase,no,17,40,0.425
source_bank_audit,gemini_flash_lite,all,rival_leaning,commitment_increase,uncertain,12,40,0.3
source_bank_audit,gemini_flash_lite,all,rival_leaning,commitment_increase,unknown,4,40,0.1
source_bank_audit,gemini_flash_lite,all,rival_leaning,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,all,rival_leaning,unsupported_capability_claim,no,36,40,0.9
source_bank_audit,gemini_flash_lite,all,rival_leaning,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,all,rival_leaning,unsupported_capability_claim,unknown,4,40,0.1
source_bank_audit,glm52,M,all,strategy,consolidation,53,120,0.44166666666666665
source_bank_audit,glm52,M,all,strategy,specialization,4,120,0.03333333333333333
source_bank_audit,glm52,M,all,strategy,both,3,120,0.025
source_bank_audit,glm52,M,all,strategy,neither,57,120,0.475
source_bank_audit,glm52,M,all,strategy,uncertain,3,120,0.025
source_bank_audit,glm52,M,all,strategy,unknown,0,120,0.0
source_bank_audit,glm52,M,all,commitment_increase,yes,41,120,0.3416666666666667
source_bank_audit,glm52,M,all,commitment_increase,no,76,120,0.6333333333333333
source_bank_audit,glm52,M,all,commitment_increase,uncertain,3,120,0.025
source_bank_audit,glm52,M,all,commitment_increase,unknown,0,120,0.0
source_bank_audit,glm52,M,all,unsupported_capability_claim,yes,23,120,0.19166666666666668
source_bank_audit,glm52,M,all,unsupported_capability_claim,no,97,120,0.8083333333333333
source_bank_audit,glm52,M,all,unsupported_capability_claim,uncertain,0,120,0.0
source_bank_audit,glm52,M,all,unsupported_capability_claim,unknown,0,120,0.0
source_bank_audit,gemini_flash_lite,M,all,strategy,consolidation,38,120,0.31666666666666665
source_bank_audit,gemini_flash_lite,M,all,strategy,specialization,8,120,0.06666666666666667
source_bank_audit,gemini_flash_lite,M,all,strategy,both,0,120,0.0
source_bank_audit,gemini_flash_lite,M,all,strategy,neither,8,120,0.06666666666666667
source_bank_audit,gemini_flash_lite,M,all,strategy,uncertain,45,120,0.375
source_bank_audit,gemini_flash_lite,M,all,strategy,unknown,21,120,0.175
source_bank_audit,gemini_flash_lite,M,all,commitment_increase,yes,32,120,0.26666666666666666
source_bank_audit,gemini_flash_lite,M,all,commitment_increase,no,49,120,0.4083333333333333
source_bank_audit,gemini_flash_lite,M,all,commitment_increase,uncertain,18,120,0.15
source_bank_audit,gemini_flash_lite,M,all,commitment_increase,unknown,21,120,0.175
source_bank_audit,gemini_flash_lite,M,all,unsupported_capability_claim,yes,0,120,0.0
source_bank_audit,gemini_flash_lite,M,all,unsupported_capability_claim,no,99,120,0.825
source_bank_audit,gemini_flash_lite,M,all,unsupported_capability_claim,uncertain,0,120,0.0
source_bank_audit,gemini_flash_lite,M,all,unsupported_capability_claim,unknown,21,120,0.175
source_bank_audit,glm52,M,positive_and_contested,strategy,consolidation,37,40,0.925
source_bank_audit,glm52,M,positive_and_contested,strategy,specialization,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,strategy,both,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,strategy,neither,2,40,0.05
source_bank_audit,glm52,M,positive_and_contested,strategy,uncertain,1,40,0.025
source_bank_audit,glm52,M,positive_and_contested,strategy,unknown,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,commitment_increase,yes,40,40,1.0
source_bank_audit,glm52,M,positive_and_contested,commitment_increase,no,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,commitment_increase,uncertain,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,commitment_increase,unknown,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,unsupported_capability_claim,yes,22,40,0.55
source_bank_audit,glm52,M,positive_and_contested,unsupported_capability_claim,no,18,40,0.45
source_bank_audit,glm52,M,positive_and_contested,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,glm52,M,positive_and_contested,unsupported_capability_claim,unknown,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,consolidation,28,40,0.7
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,specialization,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,both,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,neither,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,uncertain,1,40,0.025
source_bank_audit,gemini_flash_lite,M,positive_and_contested,strategy,unknown,11,40,0.275
source_bank_audit,gemini_flash_lite,M,positive_and_contested,commitment_increase,yes,29,40,0.725
source_bank_audit,gemini_flash_lite,M,positive_and_contested,commitment_increase,no,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,commitment_increase,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,commitment_increase,unknown,11,40,0.275
source_bank_audit,gemini_flash_lite,M,positive_and_contested,unsupported_capability_claim,yes,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,unsupported_capability_claim,no,29,40,0.725
source_bank_audit,gemini_flash_lite,M,positive_and_contested,unsupported_capability_claim,uncertain,0,40,0.0
source_bank_audit,gemini_flash_lite,M,positive_and_contested,unsupported_capability_claim,unknown,11,40,0.275
source_bank_audit,glm52,M,negative,strategy,consolidation,16,80,0.2
source_bank_audit,glm52,M,negative,strategy,specialization,4,80,0.05
source_bank_audit,glm52,M,negative,strategy,both,3,80,0.0375
source_bank_audit,glm52,M,negative,strategy,neither,55,80,0.6875
source_bank_audit,glm52,M,negative,strategy,uncertain,2,80,0.025
source_bank_audit,glm52,M,negative,strategy,unknown,0,80,0.0
source_bank_audit,glm52,M,negative,commitment_increase,yes,1,80,0.0125
source_bank_audit,glm52,M,negative,commitment_increase,no,76,80,0.95
source_bank_audit,glm52,M,negative,commitment_increase,uncertain,3,80,0.0375
source_bank_audit,glm52,M,negative,commitment_increase,unknown,0,80,0.0
source_bank_audit,glm52,M,negative,unsupported_capability_claim,yes,1,80,0.0125
source_bank_audit,glm52,M,negative,unsupported_capability_claim,no,79,80,0.9875
source_bank_audit,glm52,M,negative,unsupported_capability_claim,uncertain,0,80,0.0
source_bank_audit,glm52,M,negative,unsupported_capability_claim,unknown,0,80,0.0
source_bank_audit,gemini_flash_lite,M,negative,strategy,consolidation,10,80,0.125
source_bank_audit,gemini_flash_lite,M,negative,strategy,specialization,8,80,0.1
source_bank_audit,gemini_flash_lite,M,negative,strategy,both,0,80,0.0
source_bank_audit,gemini_flash_lite,M,negative,strategy,neither,8,80,0.1
source_bank_audit,gemini_flash_lite,M,negative,strategy,uncertain,44,80,0.55
source_bank_audit,gemini_flash_lite,M,negative,strategy,unknown,10,80,0.125
source_bank_audit,gemini_flash_lite,M,negative,commitment_increase,yes,3,80,0.0375
source_bank_audit,gemini_flash_lite,M,negative,commitment_increase,no,49,80,0.6125
source_bank_audit,gemini_flash_lite,M,negative,commitment_increase,uncertain,18,80,0.225
source_bank_audit,gemini_flash_lite,M,negative,commitment_increase,unknown,10,80,0.125
source_bank_audit,gemini_flash_lite,M,negative,unsupported_capability_claim,yes,0,80,0.0
source_bank_audit,gemini_flash_lite,M,negative,unsupported_capability_claim,no,70,80,0.875
source_bank_audit,gemini_flash_lite,M,negative,unsupported_capability_claim,uncertain,0,80,0.0
source_bank_audit,gemini_flash_lite,M,negative,unsupported_capability_claim,unknown,10,80,0.125
source_bank_audit,glm52,M,positive,strategy,consolidation,20,20,1.0
source_bank_audit,glm52,M,positive,strategy,specialization,0,20,0.0
source_bank_audit,glm52,M,positive,strategy,both,0,20,0.0
